epoch,critic_loss,actor_loss,alpha_loss,alpha_value,cql_penalty,avg_q,avg_entropy,actions_mean,actions_std
1,2.438765537280303,-0.5850499793887138,0.15181490778923035,1.087904930114746,13.343181683466984,-0.11556993897717732,0.6462684250794924,-0.021616678684949875,0.6267252564430237
2,1.9622691571712494,-0.6303231120109558,0.12788201309740543,1.070898413658142,13.430615718548115,-0.08645046774584514,0.6713289595567263,-0.04426486790180206,0.5950034856796265
3,1.793299885896536,-0.6264378577470779,0.10194242301468666,1.0541912317276,13.538876166710487,-0.08526310582573597,0.6771344783214422,-0.03810395672917366,0.5974735617637634
4,1.7258862967674549,-0.6002168684051588,0.0754255405985392,1.037813663482666,13.631686577430138,-0.095888338284567,0.6728904935029837,-0.04295342415571213,0.5893611311912537
5,1.6890248381174529,-0.574266760968245,0.049252229885986216,1.0216988325119019,13.720018771978525,-0.11119855431696543,0.6731185351426785,-0.04555896669626236,0.5883990526199341
6,1.6701490741509657,-0.5381461295943993,0.023109614437159438,1.005828619003296,13.807430212314312,-0.13918777596420392,0.6756544972841556,-0.05935017392039299,0.5836597084999084
7,1.6652702757945428,-0.5021811202168465,-0.003097382650034538,0.9902287721633911,13.911036509733934,-0.16215005982667208,0.6732373065673388,-0.06276426464319229,0.5846964716911316
8,1.6674134845917041,-0.46146302355023533,-0.029162418849479694,0.9749142527580261,14.01264606989347,-0.18892306870279404,0.6696055772212836,-0.08026187866926193,0.5880196690559387
9,1.6735903460245867,-0.4149489574707471,-0.05516591087843363,0.9598349928855896,14.118363068653988,-0.22464072124029583,0.6689185958642226,-0.06886527687311172,0.5854610204696655
10,1.682849984902602,-0.37117005684054816,-0.08096860478130671,0.9450089931488037,14.237151054235605,-0.25476156318416965,0.6650353715969965,-0.09055840224027634,0.5786319971084595
11,1.7040859713004186,-0.3252582147430915,-0.1065152668609069,0.930455207824707,14.332652128659761,-0.2860801800583991,0.6598498156437507,-0.09636542201042175,0.5767044425010681
12,1.720325114635321,-0.2700494944404524,-0.13191862074801555,0.9161577820777893,14.439330999667828,-0.3278772539387529,0.6556077943398402,-0.09517232328653336,0.57932049036026
13,1.7522484889397254,-0.21789680195685762,-0.15693842275784567,0.9021105170249939,14.558126798042885,-0.365062011549106,0.6493308922419181,-0.11830250918865204,0.5749354958534241
14,1.791946360698113,-0.15487822480141544,-0.18107861968187186,0.8883474469184875,14.682533429219173,-0.40866454518758333,0.6376994366829212,-0.15048637986183167,0.5684894919395447
15,1.821349444297644,-0.09079517436643633,-0.2062173124689322,0.8747912645339966,14.797778019538292,-0.46387860064323133,0.6374635616174111,-0.14197829365730286,0.5680927634239197
16,1.848069768685561,-0.031185515117473327,-0.2299913978920533,0.8614820241928101,14.930534307773296,-0.5065658642695501,0.6277939413602536,-0.15197663009166718,0.5601423978805542
17,1.888923248419395,0.033573511719273835,-0.254734950283399,0.8483805656433105,15.0528572339278,-0.5620072484016418,0.6265490066546661,-0.17074060440063477,0.5621194243431091
18,1.9211341165579283,0.10008809291936743,-0.2786075902672914,0.8355065584182739,15.178582870043241,-0.6153049211089427,0.620495828298422,-0.16443441808223724,0.5584784150123596
19,1.9556798866161933,0.1732289272073943,-0.3023276718763205,0.8228353261947632,15.30482946909391,-0.6759342092734116,0.6149102105544164,-0.1751883178949356,0.5550791025161743
20,1.9993287943876707,0.24282782691387603,-0.32632686312382037,0.8103768825531006,15.42941326361436,-0.7351654601784853,0.6116391718387604,-0.16797053813934326,0.556598424911499
21,2.038300544023514,0.31903634510504514,-0.35017139980426204,0.7981052398681641,15.56615893657391,-0.8010693341493607,0.6081928358628199,-0.17666961252689362,0.5479019284248352
22,2.0787541086857138,0.3937655198746003,-0.3744061577778596,0.7860007286071777,15.680876933611357,-0.8673884650835624,0.6068798051430628,-0.18205437064170837,0.5456656813621521
23,2.1220254577123203,0.47942620372542966,-0.3989944515319971,0.7740803360939026,15.823951207674467,-0.9458582126177274,0.6069928522293384,-0.17814119160175323,0.5562589764595032
24,2.165377614589838,0.560146515759138,-0.42060393668138063,0.7623696327209473,15.943063460863554,-1.0109432270893683,0.5959249906815015,-0.1888546198606491,0.5503113865852356
25,2.2036039462456336,0.6493117044178339,-0.44678360567643094,0.7508036494255066,16.07877285663898,-1.0982198955921025,0.6025261088059499,-0.19001182913780212,0.544266939163208
26,2.24778652878908,0.7396925343916967,-0.46933939766425353,0.7394322752952576,16.213312130707962,-1.1767850850637143,0.5959305648620312,-0.19457456469535828,0.5420914888381958
27,2.2945416432160597,0.8221481545613363,-0.4935931179385919,0.7282291650772095,16.323684839101936,-1.25225665133733,0.5955549226357386,-0.1848522126674652,0.5394188165664673
28,2.3335147500038147,0.9253149502552472,-0.5160159537425408,0.7172117233276367,16.456005536592922,-1.3445021292338004,0.5895859644963191,-0.19859084486961365,0.533336341381073
29,2.378653095318721,1.0239539857094104,-0.5390648268736326,0.7063641548156738,16.576234047229473,-1.434260288110146,0.5861137199860352,-0.2016705721616745,0.5322096943855286
30,2.4186730201427755,1.1135703474283218,-0.5640127590069404,0.6956420540809631,16.677414160508377,-1.5191188225379357,0.5882686158785453,-0.18912015855312347,0.5312952995300293
